,0,p_value
1448457761,0.085815599,0.149099802
1448457776,0.104553134,0.096513643
1448457791,0.153598236,0.060282623
1448457806,0.215841033,0.060018743
1448457821,0.157444231,0.188050554
1448457836,0.060287857,0.34978557
1448457851,0.112082068,0.531257319
1448457866,0.174877318,0.215773357
1448457881,0.132410584,0.025738044
1448457896,0.112651604,0.020832754
1448457911,0.103260841,0.062794652
1448457926,0.042558608,0.465598585
1448457941,0.037846877,0.718196542
1448457956,0.079490268,0.753596464
1448457971,0.056792294,0.782850638
1448457986,0.012838055,0.788305941
1448458001,0.022907952,0.779954536
1448458016,0.065840172,0.716533899
1448458031,0.069701258,0.800551942
1448458046,0.035689152,0.531847392
1448458061,0.036930344,0.63892792
1448458076,0.131826651,0.48801456
1448458091,0.172671569,0.200154324
1448458106,0.150470858,0.3144093
1448458121,0.171689612,0.221262035
1448458136,0.195589726,0.291623844
1448458151,0.191471334,0.283976533
1448458166,0.148953789,0.119412466
1448458181,0.108803801,0.4236887
1448458196,0.073891491,0.776948413
1448458211,0.073296375,0.708013338
1448458226,0.092234556,0.788663817
1448458241,0.089104147,0.846944587
1448458256,0.056843303,0.844067637
1448458271,0.037340331,0.722134968
1448458286,0.021545167,0.787453793
1448458301,0.027906477,0.783584947
1448458316,0.05293606,0.79014322
1448458331,0.091431996,0.578949631
1448458346,0.082714532,0.657899606
1448458361,0.040966997,0.601250372
1448458376,0.074512609,0.254963902
1448458391,0.099103952,0.151956824
1448458406,0.082476448,0.200839673
1448458421,0.088269658,0.155467588
1448458436,0.070415134,0.256245291
1448458451,0.023187067,0.692756675
1448458466,0.024421465,0.638005047
1448458481,0.048430226,0.666680984
1448458496,0.030457478,0.684877084
1448458511,0.01515068,0.792987179
1448458526,0.030102626,0.508709218
1448458541,0.056709383,0.221984705
1448458556,0.073203673,0.224822162
1448458571,0.046436913,0.341748589
1448458586,0.031645662,0.812390672
1448458601,0.02260255,0.788943493
1448458616,0.05872358,0.429822691
1448458631,0.128477811,0.31347107
1448458646,0.133504118,0.358679033
1448458661,0.140360087,0.173578874
1448458676,0.218503944,0.030311205
1448458691,0.277161156,0.059193647
1448458706,0.164496256,0.159092282
